Timestamp,Open,High,Low,Close.Volume
1436002624,255.1600,255.7000,255.1500,255.7000,64.0440
1436006287,255.7000,255.7100,255.4800,255.5000,55.7569
1436009894,255.5000,255.7100,255.2200,255.5800,121.0050
1436013498,255.5800,256.2000,255.4800,256.2000,50.8526
1436017133,256.2000,257.9900,256.1900,257.6800,129.2390
1436020736,257.6800,258.0600,257.4600,257.5900,86.0965
1436024354,257.5900,257.9900,257.4200,257.9800,182.9550
1436027972,257.9800,258.9900,257.9800,258.8700,367.2480
1436031665,258.8700,258.9800,257.9800,258.0100,170.3017
1436035336,258.0100,258.5100,257.7900,258.0900,137.7416
1436039002,258.0900,258.0900,256.0700,257.1300,547.1544
1436042606,257.1300,258.3700,256.7400,258.3700,207.3292
1436046206,258.3700,260.7800,258.1700,260.6600,327.8716
1436049817,260.6600,261.0000,260.1000,260.3400,199.7223
1436053435,260.3400,260.9500,260.1500,260.7800,92.9645
1436057048,260.7800,261.4200,260.1900,261.4200,156.2574
1436060715,261.4200,262.5300,260.9900,262.5300,200.7095
1436064317,262.5300,262.7800,261.4000,261.7200,166.0832
1436067921,261.7200,262.8600,261.6900,261.7000,183.6484
1436071524,261.7000,262.9000,261.6900,262.8000,74.6715
1436075159,262.8000,262.8000,261.2600,261.4100,84.0105
1436078792,261.4100,261.7500,261.2200,261.2200,130.2011
1436082398,261.2200,261.5100,260.5800,260.5900,114.2166
1436086020,260.5900,260.5900,258.9900,259.5600,558.5584
1436089668,259.5600,259.9200,259.5500,259.9100,39.3906
1436093282,259.9100,260.0000,259.9100,260.0000,27.5862
1436096915,260.0000,260.4000,259.7700,259.9800,87.4870
1436100526,259.9800,260.4000,259.8900,260.4000,64.9922
1436104133,260.4000,261.7500,260.4000,261.5900,167.2291
1436107739,261.5900,261.9300,261.1200,261.7600,93.4881
1436111355,261.7600,262.0000,261.3100,261.9400,157.2548
1436114968,261.9400,267.8000,261.9400,266.9400,712.6231
1436118568,266.9400,268.1200,264.8800,268.1100,630.8972
1436122176,268.1100,275.2500,267.7500,267.9000,1431.7762
1436125785,267.9000,272.3400,266.7000,271.1900,1186.0126
1436129396,271.1900,272.2800,269.3500,270.9900,871.1563
1436133004,270.9900,271.1700,268.4600,271.1600,580.1656
1436136614,271.1600,272.3400,270.0000,271.2600,403.1158
1436140230,271.2600,272.0000,270.6000,271.9800,295.0378
1436143859,271.9800,272.5400,270.4400,271.3300,416.1132
1436147472,271.3300,271.3400,268.2700,269.3400,253.7343
1436151075,269.3400,270.9400,268.5100,268.7600,458.4079
1436154680,268.7600,270.3500,268.7500,268.8600,302.5582
1436158295,268.8600,269.5900,268.3800,269.5900,195.0926
1436161927,269.5900,271.3400,268.8100,270.7600,394.1846
1436165530,270.7600,270.7600,268.8000,269.8500,231.7855
1436169189,269.8500,271.9800,269.8500,271.9700,242.4128
1436172836,271.9700,274.9000,271.9500,273.0000,446.6748
1436176445,273.0000,274.3600,273.0000,273.7600,157.0336
1436180144,273.7600,273.7600,270.5600,270.6600,131.8987
1436183775,270.6600,273.2600,270.5800,273.0000,207.8068
1436187378,273.0000,274.9000,273.0000,274.8000,418.4796
1436190983,274.8000,277.8800,273.9800,274.6800,489.6531
1436194596,274.6800,277.1600,274.6800,275.7000,586.3336
1436198209,275.7000,277.0000,273.7000,276.9900,773.9274
1436201815,276.9900,277.1900,271.5000,273.8800,895.7062
1436205435,273.8800,275.3400,271.9900,273.6600,788.8792
1436209037,273.6600,274.9800,272.2300,274.5000,531.8062
1436212659,274.5000,276.4900,274.5000,275.4100,582.7240
1436216306,275.4100,275.4200,272.7500,274.2900,388.6928
1436219909,274.2900,275.3700,273.5900,274.8700,271.4527
1436223527,274.8700,275.1300,271.1700,272.3700,435.1004
1436227141,272.3700,273.0000,268.6800,269.1100,464.8210
1436230754,269.1100,271.6200,268.3000,270.5100,440.1433
1436234360,270.5100,272.0000,270.3000,271.9200,359.5013
1436237965,271.9200,272.1100,271.0400,271.4700,235.3123
1436241609,271.4700,271.9000,271.0000,271.7400,353.9216
1436245210,271.7400,271.9000,270.5000,270.5000,285.2439
1436248829,270.5000,270.5100,268.0100,268.8400,300.8035
1436252436,268.8400,269.0100,266.5000,267.2000,143.7886
1436256038,267.2000,268.5500,266.9600,267.2900,125.9879
1436259641,267.2900,268.0200,267.2700,267.8000,75.4363
1436263250,267.8000,268.9300,267.7400,268.9100,117.6907
1436266913,268.9100,269.2200,268.3600,269.1700,105.2907
1436270516,269.1700,269.9100,268.6200,268.9500,244.4889
1436274136,268.9500,270.5000,268.7900,270.3400,177.0664
1436277739,270.3400,270.6300,265.3300,266.0000,404.7532
1436281344,266.0000,267.4100,265.5200,266.4300,349.1461
1436284953,266.4300,267.5000,265.2000,266.7600,467.0884
1436288557,266.7600,268.1700,266.5900,267.7500,258.9791
1436292159,267.7500,268.0000,267.4300,267.8300,401.3952
1436295777,267.8300,268.0000,267.4500,267.9700,335.2624
1436299408,267.9700,268.2500,267.5000,267.8200,392.7114
1436303010,267.8200,268.1200,266.3100,266.4100,438.2516
1436306616,266.4100,266.6800,264.5000,266.0400,459.8976
1436310241,266.0400,266.8000,265.3000,266.6700,286.6459
1436313843,266.6700,267.7900,265.6900,265.9100,257.9671
1436317515,265.9100,266.4400,265.8100,266.4300,152.3306
1436321164,266.4300,267.6800,266.2000,267.3500,405.0278
1436324769,267.3500,267.4900,264.4100,265.1600,343.5424
1436328372,265.1600,265.8000,264.7800,265.6400,168.0052
1436331980,265.6400,266.5700,265.2400,265.8300,189.4131
1436335596,265.8300,266.1000,265.0400,265.5000,166.4790
1436339199,265.5000,267.9900,264.8600,267.9800,184.5243
1436342803,267.9800,269.7500,267.9700,269.7500,151.5796
1436346446,269.7500,270.0000,269.4400,269.4800,286.9162
1436350049,269.4800,269.6700,268.4700,269.5700,55.1565
1436353668,269.5700,270.2100,268.2900,268.9500,231.2201
1436357277,268.9500,270.5200,268.8800,270.3900,240.4719
1436360894,270.3900,272.0400,270.3900,272.0400,355.1981
1436364499,272.0400,273.8700,270.4400,272.0300,528.7634
1436368136,272.0300,273.9700,270.0100,272.1100,374.5197
1436371744,272.1100,273.9400,270.5500,271.8200,680.0013
1436375378,271.8200,273.0400,271.2000,272.6200,399.6447
1436378992,272.6200,273.0000,270.3100,270.8900,523.1620
1436382597,270.8900,271.0000,269.3500,270.0300,450.2173
1436386197,270.0300,270.5000,269.5000,269.8600,610.0079
1436389803,269.8600,269.9100,267.7600,268.1600,259.4790
1436393407,268.1600,268.2500,266.2500,268.0400,296.2322
1436397024,268.0400,270.3400,267.5400,270.0000,375.3327
1436400629,270.0000,271.9300,269.8200,270.8900,375.1269
1436404246,270.8900,270.8900,268.2300,269.1100,274.6947
1436407846,269.1100,269.9200,267.1000,267.6100,901.4710
1436411447,267.6100,268.8500,267.3100,268.7800,239.3779
1436415100,268.7800,270.0000,268.5200,269.4600,180.9092
1436418707,269.4600,270.2300,269.0100,269.4400,203.1103
1436422328,269.4400,270.2300,268.6500,269.4100,178.7243
1436425929,269.4100,270.0700,269.1300,269.8200,293.1042
1436429534,269.8200,271.6600,269.8000,270.4900,338.3675
1436433138,270.4900,271.1000,269.4300,270.4300,203.8191
1436436785,270.4300,272.0000,270.2600,270.9100,188.5731
1436440388,270.9100,271.9700,270.6200,271.5600,94.2568
1436444028,271.5600,271.6300,268.8400,270.9700,195.3238
1436447631,270.9700,271.7400,269.7700,271.0900,227.2506
1436451252,271.0900,272.5000,270.3400,272.0900,320.5534
1436454853,272.0900,272.2700,270.7600,271.0000,260.4291
1436458463,271.0000,271.4400,270.1400,271.1500,331.8402
1436462071,271.1500,271.9000,270.1400,271.0000,301.6894
1436465672,271.0000,271.5000,270.8800,271.4800,175.7000
1436469282,271.4800,271.5000,269.9100,270.9000,280.6841
1436472885,270.9000,271.0000,269.4700,270.3900,332.9459
1436476525,270.3900,271.2300,269.6300,271.2000,373.9907
1436480125,271.2000,271.3900,268.4500,270.4300,446.3958
1436483727,270.4300,271.1000,269.7800,270.2700,365.8654
1436487328,270.2700,270.6600,269.0000,269.6500,282.7475
1436490933,269.6500,270.3000,269.2500,269.5600,183.1893
1436494547,269.5600,270.2400,269.3000,269.8700,237.1243
1436498156,269.8700,270.5400,269.8600,270.5400,236.8857
1436501756,270.5400,271.0000,269.4200,270.8300,386.8902
1436505368,270.8300,271.2900,269.8200,271.0200,298.3635
1436508995,271.0200,271.5000,270.6700,270.8000,184.3198
1436512601,270.8000,271.1900,269.7300,270.9500,221.0113
1436516249,270.9500,271.1100,270.6700,271.1000,131.8985
1436519852,271.1000,287.5200,271.0900,287.2800,1608.6375
1436523466,287.2800,292.2200,283.2300,285.7700,2201.3655
1436527075,285.7700,287.1900,284.2100,285.3100,551.1504
1436530676,285.3100,290.2100,283.1100,283.1400,1083.8860
1436534282,283.1400,285.8800,282.1000,283.1100,568.0829
1436537895,283.1100,287.7900,282.8700,287.0300,806.8599
1436541506,287.0300,289.2200,286.1700,288.0000,848.2048
1436545123,288.0000,288.0000,285.2800,286.0100,771.4790
1436548723,286.0100,286.6800,285.0000,286.2300,686.6170
1436552335,286.2300,287.2400,285.1000,287.1500,404.8078
1436555943,287.1500,294.7100,287.1500,293.0900,1804.6439
1436559553,293.0900,294.7000,292.4900,293.1400,772.4127
1436563160,293.1400,293.1400,285.3900,286.0200,732.4954
1436566771,286.0200,289.0800,285.0200,287.3000,412.3468
1436570381,287.3000,287.3700,284.5000,284.5000,502.6766
1436574020,284.5000,288.0000,284.5000,286.8900,264.9462
1436577624,286.8900,287.4900,285.0000,285.9800,296.8083
1436581227,285.9800,287.0000,285.0900,285.9700,367.7789
1436584856,285.9700,286.4900,284.7500,285.9400,297.4071
1436588491,285.9400,292.2200,284.5000,289.6900,634.1861
1436592097,289.6900,292.2500,288.0800,291.4000,479.9571
1436595697,291.4000,291.4000,290.4200,290.6600,218.4001
1436599300,290.6600,291.5500,290.0000,290.0100,153.5411
1436602949,290.0100,290.1500,289.0300,289.6900,72.9892
1436606582,289.6900,291.0100,289.6900,290.3800,120.7353
1436610245,290.3800,290.3800,288.9100,288.9200,104.7634
1436613878,288.9200,292.2000,288.9200,292.1900,202.5392
1436617497,292.1900,292.4400,291.2500,291.8600,162.3297
1436621098,291.8600,297.7800,291.8500,297.1900,747.8708
1436624708,297.1900,299.0000,291.9900,294.8400,855.7102
1436628326,294.8400,296.9000,294.1200,294.7800,421.9848
1436631937,294.7800,296.4100,293.9900,294.6800,504.0168
1436635547,294.6800,296.5700,292.8400,295.8800,483.4202
1436639177,295.8800,295.9500,293.8300,294.9700,408.4128
1436642784,294.9700,297.1200,294.0300,294.6500,376.5536
1436646384,294.6500,295.8700,293.0200,294.8000,549.0553
1436650012,294.8000,295.4300,294.0000,294.9100,231.5054
1436653622,294.9100,295.8800,293.9000,295.2200,328.5948
1436657223,295.2200,295.6300,293.5000,294.6700,309.7610
1436660909,294.6700,295.4700,293.5000,293.9700,262.9587
1436664519,293.9700,296.0000,293.9700,295.4300,244.6594
1436668155,295.4300,301.2600,294.5100,299.0000,1558.6677
1436671758,299.0000,301.0400,298.7800,300.7000,602.4292
1436675395,300.7000,303.9900,300.7000,302.1600,639.5176
1436678995,302.1600,302.8800,298.2100,299.4100,604.4162
1436682617,299.4100,301.9900,299.0000,301.1800,383.5190
1436686224,301.1800,301.3900,298.6100,299.2500,235.8321
1436689861,299.2500,301.8200,298.6600,300.0000,222.3412
1436693499,300.0000,302.0200,300.0000,301.9900,74.5470
1436697101,301.9900,304.4000,301.9900,303.5700,282.4810
1436700752,303.5700,306.6100,303.2200,306.2600,335.6288
1436704384,306.2600,311.8500,306.0300,309.7100,702.1373
1436707990,309.7100,311.0000,306.7600,308.9900,675.2414
1436711590,308.9900,316.1400,308.9900,315.6000,931.2183
1436715202,315.6000,316.5200,310.8400,313.1600,924.2707
1436718811,313.1600,314.7900,311.7400,314.5000,557.9567
1436722421,314.5000,314.5000,309.4200,309.9900,641.5185
1436726031,309.9900,310.5700,308.2200,308.2300,422.1822
1436729640,308.2300,309.1400,306.1500,308.7700,532.1724
1436733252,308.7700,310.5200,307.3000,310.2500,642.8421
1436736877,310.2500,310.4400,309.0000,309.3400,328.0880
1436740484,309.3400,311.0000,307.5800,311.0000,534.4844
1436744095,311.0000,312.2500,309.3400,311.5900,503.8714
1436747776,311.5900,312.9100,310.3800,310.9900,363.6514
1436751397,310.9900,311.7000,309.6500,311.4600,525.2222
1436754999,311.4600,312.0900,308.7100,308.7700,292.9566
1436758605,308.7700,309.4900,306.4000,306.4700,282.7730
1436762216,306.4700,307.5000,304.3600,305.3400,482.9753
1436765840,305.3400,309.0200,305.3400,307.5000,296.2326
1436769497,307.5000,308.2000,305.8000,306.6400,296.1953
1436773101,306.6400,307.4600,289.5800,292.0000,1238.4201
1436776703,292.0000,292.4900,283.6400,286.6500,1601.4524
1436780352,286.6500,289.0300,281.9100,281.9300,773.8192
1436783954,281.9300,285.5700,281.6200,284.2900,369.3641
1436787627,284.2900,287.0500,283.9600,285.4300,215.4695
1436791237,285.4300,291.2200,285.1900,288.0000,729.0386
1436794845,288.0000,289.0000,285.0700,286.4300,644.7525
1436798455,286.4300,291.3600,285.3900,290.0000,501.3897
1436802061,290.0000,290.5800,288.2800,289.2800,649.4537
1436805663,289.2800,291.3800,288.4500,288.6900,549.0724
1436809265,288.6900,290.9000,288.2800,290.0000,616.8106
1436812868,290.0000,291.6100,289.6900,290.8500,322.3847
1436816481,290.8500,291.0000,287.3900,289.0200,509.5259
1436820095,289.0200,289.6100,288.2400,288.9100,250.8034
1436823695,288.9100,294.4800,288.7000,293.6500,993.0315
1436827296,293.6500,294.3500,291.9500,292.7800,236.6003
1436830927,292.7800,293.5900,290.6800,293.5900,323.4124
1436834533,293.5900,293.7800,291.4400,291.7300,314.1734
1436838135,291.7300,294.2700,291.0100,293.3300,322.9339
1436841735,293.3300,296.1400,292.7800,296.0000,322.2334
1436845347,296.0000,296.0000,290.5000,290.8600,472.7659
1436848971,290.8600,293.4200,290.8600,292.2900,334.2105
1436852587,292.2900,292.3000,290.4200,290.4200,256.5071
1436856191,290.4200,290.4200,286.5100,286.8500,404.9288
1436859879,286.8500,290.0400,286.2500,289.9600,224.0889
1436863608,289.9600,290.1700,287.7800,289.9500,130.0679
1436867226,289.9500,290.0400,288.8900,289.0200,53.9401
1436870860,289.0200,291.0100,288.6000,290.1000,234.3892
1436874462,290.1000,291.5000,289.9600,291.2700,100.8311
1436878066,291.2700,292.2900,290.3100,291.9500,183.5926
1436881688,291.9500,292.2600,290.1300,291.7200,280.3745
1436885337,291.7200,297.7800,291.6400,294.9700,617.7582
1436888940,294.9700,294.9700,294.3000,294.4200,396.5846
1436892547,294.4200,294.4200,293.0000,293.0500,343.4764
1436896163,293.0500,293.0500,291.6900,292.5300,226.4879
1436899775,292.5300,293.5000,291.9800,292.3500,280.8002
1436903383,292.3500,293.0300,289.1100,290.7700,385.8236
1436907007,290.7700,291.2700,289.9600,291.0200,510.4499
1436910614,291.0200,291.7000,289.5200,290.3400,283.9329
1436914216,290.3400,290.7800,289.3300,289.3300,286.9641
1436917843,289.3300,289.9700,287.9100,288.4600,198.5937
1436921453,288.4600,292.0000,286.9700,291.9500,329.7648
1436925069,291.9500,292.8900,290.9300,291.6700,210.7316
1436928669,291.6700,291.8200,290.2000,290.2000,158.4617
1436932312,290.2000,290.4700,289.0100,290.0500,218.5246
1436935925,290.0500,290.1300,287.9900,288.1800,305.4589
1436939531,288.1800,289.2000,287.4800,288.9200,294.2723
1436943247,288.9200,291.2000,288.1600,291.1800,183.4529
1436946913,291.1800,291.1800,290.2000,290.6800,159.0158
1436950536,290.6800,291.5800,290.5100,291.4600,101.8299
1436954140,291.4600,292.8800,291.3900,292.6800,152.3312
1436957751,292.6800,293.1100,292.0700,292.8300,172.5833
1436961432,292.8300,293.2700,290.8800,292.5500,347.9842
1436965072,292.5500,294.1100,291.7100,291.8800,201.4143
1436968721,291.8800,292.8600,291.5500,292.4500,286.5162
1436972334,292.4500,293.3400,292.0500,293.1600,364.0465
1436975940,293.1600,293.4800,291.2900,292.1400,447.2987
1436979546,292.1400,292.9900,291.5100,292.4700,248.6055
1436983185,292.4700,292.5000,291.0100,291.1700,328.2798
1436986785,291.1700,292.6600,291.0000,291.7100,281.1791
1436990396,291.7100,292.4900,291.1400,292.1900,192.5649
1436994019,292.1900,292.3200,288.6800,289.9400,768.2483
1436997641,289.9400,291.1300,289.9300,290.9400,335.8922
1437001268,290.9400,291.4700,286.9300,287.7500,789.6672
1437004872,287.7500,289.1300,284.9800,285.7500,762.8338
1437008480,285.7500,292.7800,285.6300,291.0000,688.2709
1437012080,291.0000,291.4900,289.8800,290.2500,174.1792
1437015685,290.2500,290.3700,288.0900,288.2000,315.8591
1437019296,288.2000,289.0700,288.0000,289.0700,207.8005
1437022907,289.0700,289.5800,288.5800,288.8600,137.2129
1437026547,288.8600,288.9000,287.0000,287.0000,285.3271
1437030169,287.0000,287.0200,284.3000,286.3200,325.7922
1437033769,286.3200,287.0300,285.1000,285.1100,298.7027
1437037373,285.1100,285.1300,283.0000,283.2100,292.8654
1437041015,283.2100,284.4400,283.2100,284.4400,70.9713
1437044626,284.4400,285.0600,284.4400,284.6700,126.5998
1437048252,284.6700,284.9900,283.8700,284.1500,205.8258
1437051863,284.1500,284.9900,283.5200,284.1900,220.3487
1437055469,284.1900,284.3400,277.0900,277.1000,813.2180
1437059074,277.1000,280.3000,275.4600,278.1200,624.9627
1437062687,278.1200,278.3500,275.7300,276.7600,540.7989
1437066292,276.7600,278.0000,275.0100,275.5500,702.5989
1437069928,275.5500,277.1400,275.0000,276.3000,429.6760
1437073540,276.3000,276.4400,275.5900,275.9300,386.9305
1437077160,275.9300,276.9800,275.3800,276.5100,483.1883
1437080765,276.5100,278.4600,276.5100,278.3200,449.7437
1437084375,278.3200,281.0000,278.2300,280.7500,340.4435
1437087989,280.7500,280.8100,277.8000,278.0600,292.6896
1437091601,278.0600,280.2600,277.7800,279.4800,204.9147
1437095214,279.4800,279.7800,278.1700,279.3200,348.7987
1437098849,279.3200,279.9900,278.5900,279.3800,210.5197
1437102476,279.3800,280.0300,278.7600,279.1700,209.3149
1437106097,279.1700,279.4500,277.9400,278.2300,225.2966
1437109699,278.2300,279.7000,278.1800,279.2100,197.9915
1437113322,279.2100,279.2200,276.6000,276.6200,194.2936
1437116924,276.6200,276.6200,274.4600,274.4600,200.9003
1437120556,274.4600,274.4600,272.6400,273.3600,341.1415
1437124162,273.3600,276.3200,273.3600,276.2700,233.2521
1437127792,276.2700,276.3200,274.5200,275.8400,124.7857
1437131406,275.8400,276.0900,274.1500,274.1600,107.5422
1437135012,274.1600,275.4300,273.8800,274.9000,222.2151
1437138620,274.9000,275.9500,274.5900,275.9500,233.9096
1437142245,275.9500,280.0600,275.4000,279.6800,347.3921
1437145862,279.6800,280.1400,277.7600,278.7500,443.6829
1437149464,278.7500,279.3400,277.9600,278.7900,404.9665
1437153073,278.7900,281.0000,278.7700,279.9900,629.0279
1437156686,279.9900,279.9900,278.7400,278.9900,283.8127
1437160296,278.9900,279.0100,278.3900,278.9700,220.3143
1437163910,278.9700,280.1000,278.9700,279.9800,310.8464
1437167520,279.9800,281.1300,278.3200,278.5900,418.0576
1437171142,278.5900,280.1000,278.4800,279.2000,258.4147
1437174770,279.2000,281.3800,279.2000,280.4900,412.2412
1437178407,280.4900,281.0600,278.9600,280.4200,397.2757
1437182009,280.4200,281.1000,279.7900,280.5500,193.4456
1437185611,280.5500,281.3800,280.0000,280.0000,180.8021
1437189261,280.0000,280.4400,279.2800,280.1900,208.3482
1437192878,280.1900,280.1900,278.7900,279.9900,217.9432
1437196585,279.9900,280.4200,278.6400,279.8700,207.0034
1437200203,279.8700,280.4900,278.6100,278.6400,140.6795
1437203850,278.6400,279.4600,278.5800,278.9900,165.9866
1437207455,278.9900,279.4600,278.4300,279.0400,62.1224
1437211060,279.0400,281.7500,278.4100,280.6500,81.4993
1437214661,280.6500,282.7100,280.6500,281.3600,214.0737
1437218268,281.3600,282.7000,279.3900,279.3900,227.0386
1437221887,279.3900,279.6900,278.6700,278.6700,93.4954
1437225529,278.6700,280.3900,278.4800,280.1700,103.1861
1437229167,280.1700,280.3500,278.3200,279.6000,265.8171
1437232781,279.6000,279.9500,278.2100,278.3300,225.2227
1437236441,278.3300,279.4500,277.1800,277.2700,310.9896
1437240046,277.2700,278.9300,277.0200,277.2600,228.4480
1437243650,277.2600,278.8200,276.3400,278.1000,221.1863
1437247266,278.1000,278.3300,277.0000,278.2900,176.1090
1437250873,278.2900,278.6200,276.6600,277.0400,227.0722
1437254485,277.0400,277.8500,276.7700,277.6500,190.2747
1437258088,277.6500,277.7600,276.8800,277.4100,130.7905
1437261703,277.4100,278.0700,277.0200,277.5000,116.5318
1437265315,277.5000,277.9300,277.1400,277.7400,136.6433
1437268943,277.7400,277.8600,277.0000,277.7200,187.0814
1437272574,277.7200,277.9200,277.3200,277.9200,80.7786
1437276193,277.9200,278.4700,277.6200,278.1500,149.0703
1437279801,278.1500,278.4700,277.6900,278.4600,66.8292
1437283421,278.4600,278.4600,277.9000,278.1500,118.9593
1437287035,278.1500,278.4800,277.8200,277.9400,274.9573
1437290697,277.9400,277.9400,277.3000,277.3300,81.6129
1437294375,277.3300,277.6000,277.3200,277.6000,50.7464
1437298133,277.6000,278.0500,277.5900,277.9300,62.8183
1437301747,277.9300,277.9300,275.8600,275.9000,139.7430
1437305413,275.9000,276.7600,275.8100,276.7300,58.3488
1437309019,276.7300,276.8500,276.0000,276.0500,81.3043
1437312642,276.0500,276.5000,276.0100,276.1600,93.5119
1437316248,276.1600,276.8700,276.0200,276.0600,95.6539
1437319873,276.0600,276.2700,275.0000,276.0600,347.9460
1437323477,276.0600,276.2800,275.7500,275.7800,150.6195
1437327119,275.7800,276.1400,275.2800,276.0700,166.8032
1437330749,276.0700,276.5800,275.7400,276.2300,185.9440
1437334372,276.2300,277.1600,276.0100,277.0100,215.7733
1437337974,277.0100,277.0600,276.0700,276.2500,174.3971
1437341591,276.2500,276.7000,275.8500,275.9000,132.3857
1437345204,275.9000,276.2300,275.2200,275.3200,147.5504
1437348819,275.3200,275.7900,275.0600,275.7300,257.8024
1437352426,275.7300,275.7800,275.0000,275.0100,185.6160
1437356046,275.0100,275.3100,274.7100,274.9400,185.4876
1437359695,274.9400,275.9500,273.3400,275.6300,449.0910
1437363306,275.6300,276.2900,275.3200,276.1100,210.5776
1437366909,276.1100,276.9000,276.0800,276.6500,202.2682
1437370512,276.6500,276.9800,276.5100,276.9800,244.6600
1437374154,276.9800,277.7300,276.9800,277.3900,129.1306
1437377782,277.3900,277.5300,277.3100,277.5200,70.0837
1437381423,277.5200,277.5300,277.2200,277.3200,50.2323
1437385113,277.3200,277.5300,277.2100,277.2900,116.9729
1437388713,277.2900,278.0800,277.2600,278.0800,101.6429
1437392351,278.0800,278.6300,278.0800,278.3200,91.3682
1437396015,278.3200,278.6900,278.1500,278.6900,109.4455
1437399626,278.6900,279.6000,278.6800,278.8200,251.3721
1437403235,278.8200,278.8900,278.1300,278.4000,268.4415
1437406848,278.4000,279.7200,278.0000,279.1700,260.4100
1437410466,279.1700,279.5000,277.9900,278.0000,286.5466
1437414073,278.0000,278.4900,277.5100,278.0800,268.2627
1437417676,278.0800,279.1500,277.5100,277.7200,497.8763
1437421777,277.7200,278.1900,277.5000,277.8600,215.9568
1437425379,277.8600,278.9200,277.8600,277.8800,430.3177
1437428996,277.8800,278.0000,277.4000,277.9900,181.2306
1437432598,277.9900,278.5000,277.3700,278.4700,324.5300
1437436215,278.4700,279.2500,278.0100,279.1600,344.2480
1437439840,279.1600,280.6000,279.0200,280.6000,336.5259
1437443447,280.6000,281.1500,280.6000,280.9400,355.6624
1437447084,280.9400,280.9400,279.5400,280.2000,280.5771
1437450685,280.2000,280.9900,279.9800,280.9900,187.6188
1437454288,280.9900,281.1900,280.9400,281.1900,198.8002
1437457891,281.1900,281.2700,280.6300,280.7100,170.7447
1437461497,280.7100,280.9700,279.3900,279.4000,122.7184
1437465144,279.4000,279.7700,279.2800,279.4900,44.8388
1437468765,279.4900,280.1500,279.2500,279.7600,141.1176
1437472391,279.7600,280.8900,279.7600,280.6600,54.7739
1437476054,280.6600,280.6600,279.0000,279.3100,96.7921
1437479658,279.3100,279.7700,278.7600,279.4200,159.6055
1437483259,279.4200,279.4500,278.3000,278.5700,133.4417
1437486862,278.5700,279.3500,278.2500,279.0200,152.8493
1437490465,279.0200,279.5000,278.9000,279.4900,191.5142
1437494067,279.4900,279.6700,279.0100,279.3300,278.6622
1437497699,279.3300,280.0000,279.2300,280.0000,230.1270
1437501324,280.0000,280.0000,279.6000,279.7600,178.5796
1437504926,279.7600,280.0000,279.0000,279.9900,221.2671
1437508529,279.9900,280.0000,279.6000,279.9800,353.8890
1437512132,279.9800,280.0000,279.1200,279.7400,236.0016
1437515735,279.7400,279.8500,279.4000,279.7000,152.5471
1437519338,279.7000,279.8600,278.0100,278.1400,433.0827
1437522947,278.1400,278.1800,276.8500,277.3300,281.4781
1437526573,277.3300,277.7600,277.3200,277.6200,252.4318
1437530180,277.6200,278.3000,276.5000,276.5000,201.6649
1437533809,276.5000,276.8800,276.0100,276.6200,178.0929
1437537412,276.6200,277.1600,276.2100,276.9100,236.9046
1437541014,276.9100,276.9500,276.3200,276.3200,176.4544
1437544647,276.3200,276.8100,275.5100,275.6900,226.7778
1437548251,275.6900,276.7900,275.0100,276.2100,301.6951
1437551853,276.2100,276.7800,275.9000,276.7200,207.7382
1437555456,276.7200,276.7900,276.6700,276.7900,61.4811
1437559059,276.7900,276.9900,276.6400,276.9800,61.3833
1437562661,276.9800,277.0200,276.3300,277.0200,105.8503
1437566264,277.0200,277.1100,276.5200,276.6800,75.7354
1437569868,276.6800,277.1400,276.1300,276.3600,180.1270
1437573469,276.3600,277.1500,276.0000,276.6900,189.1601
1437577100,276.6900,278.1800,276.6600,277.6500,188.3882
1437580703,277.6500,278.2300,277.5400,277.9600,245.9084
1437584334,277.9600,278.5400,277.5700,278.0000,198.4737
1437587967,278.0000,278.0000,277.5400,277.8100,171.2898
1437591599,277.8100,277.9300,276.5800,277.0800,269.5345
1437595201,277.0800,277.1900,276.0600,276.2000,218.1079
1437598809,276.2000,277.6100,276.0000,277.4600,278.2691
1437602410,277.4600,277.5100,276.7400,277.0300,236.5784
1437606038,277.0300,277.4400,276.8100,277.3300,148.1979
1437609641,277.3300,277.9600,277.3100,277.9600,309.6667
1437613274,277.9600,278.2600,277.9100,278.1600,168.3290
1437616874,278.1600,278.7400,277.9300,278.6800,217.2467
1437620507,278.6800,279.7500,278.6600,279.1700,459.2107
1437624109,279.1700,279.1700,277.7300,277.8500,169.5797
1437627713,277.8500,278.6200,277.7900,278.4100,121.9745
1437631317,278.4100,278.5600,277.3300,277.6300,174.3588
1437635009,277.6300,277.9400,277.4700,277.5700,182.6004
1437638641,277.5700,277.9900,277.5000,277.9200,89.2462
1437642247,277.9200,278.1900,277.7000,278.0500,107.6970
1437645848,278.0500,278.0500,277.6700,277.8600,85.7908
1437649510,277.8600,278.1600,277.7200,277.7900,108.4602
1437653112,277.7900,277.7900,277.1400,277.3500,123.5793
1437656715,277.3500,277.9700,277.2500,277.9600,153.9031
1437660317,277.9600,278.2500,277.7000,277.9100,482.3225
1437663954,277.9100,278.2500,277.5800,278.0600,253.6750
1437667580,278.0600,278.0600,276.3600,276.9300,315.7395
1437671186,276.9300,277.2100,276.6000,276.6900,250.4467
1437674798,276.6900,277.0000,276.5300,277.0000,232.1448
1437678421,277.0000,277.8000,277.0000,277.4200,231.7304
1437682023,277.4200,277.4300,276.3800,277.2600,569.7539
